GEOID20,tot_pop_20,bpop_20,hpop_20,asian_nhpi_pop_20,amin_pop_20,other_pop_20,white_pop_20,STATEFP,STATE
40021,47078,1247,3365,538,21402,295,20231,40,OK
40023,14204,1843,566,56,3499,126,8114,40,OK
40025,2296,13,561,13,36,26,1647,40,OK
40027,295528,22264,28934,16589,28720,3936,195085,40,OK
40029,5266,103,185,51,1493,63,3371,40,OK
40031,121125,25099,14684,5605,10012,1260,64465,40,OK
40033,5527,165,335,83,814,32,4098,40,OK
40035,14107,683,388,138,4271,189,8438,40,OK
40037,71754,2726,3307,656,13003,534,51528,40,OK
40039,28513,1226,5274,448,2844,238,18483,40,OK
40041,40397,470,1565,643,12331,369,25019,40,OK
40043,4484,49,251,24,414,23,3723,40,OK
40045,3749,54,328,24,177,18,3148,40,OK
40047,62846,2885,8762,4162,3522,576,42939,40,OK
40049,25656,963,2414,183,3732,164,18200,40,OK
40051,54795,2087,3393,512,6486,475,41842,40,OK
40053,4169,90,168,26,210,43,3632,40,OK
40055,5491,429,641,17,380,28,3996,40,OK
40057,2488,214,715,16,134,6,1403,40,OK
40059,3272,21,728,15,102,31,2375,40,OK
40061,11561,145,526,60,3072,61,7697,40,OK
40063,13367,937,742,92,3433,90,8073,40,OK
40065,24785,2344,5700,594,994,270,14883,40,OK
40067,5337,84,567,51,606,36,3993,40,OK
40069,10272,390,566,96,2382,103,6735,40,OK
40071,43700,1528,3529,728,6856,331,30728,40,OK
40073,15184,345,2730,79,954,91,10985,40,OK
40075,8509,461,932,83,830,54,6149,40,OK
40077,9444,146,333,96,2999,52,5818,40,OK
40079,48129,1433,3509,510,10412,345,31920,40,OK
40081,33458,1098,1097,266,4586,265,26146,40,OK
40083,49555,4258,3825,635,4178,599,36060,40,OK
40085,10146,322,1651,108,1141,118,6806,40,OK
40087,41662,871,3615,452,5636,387,30701,40,OK
40089,30814,3344,1804,652,6711,144,18159,40,OK
40091,18941,971,469,106,4622,129,12644,40,OK
40093,7782,76,770,51,356,50,6479,40,OK
40095,15312,340,2584,109,2389,141,9749,40,OK
40097,39046,609,1336,378,12936,271,23516,40,OK
40099,13904,345,890,105,3032,86,9446,40,OK
40101,66339,8724,4297,828,17232,401,34857,40,OK
40103,10924,285,395,84,1640,106,8414,40,OK
40105,9320,332,234,42,2808,92,5812,40,OK
40107,11310,935,332,50,3339,64,6590,40,OK
40109,796292,145255,147935,36268,51414,7434,407986,40,OK
40111,36706,3932,1627,326,8995,227,21599,40,OK
40113,45818,5664,1738,334,10253,386,27443,40,OK
40115,30285,608,1672,518,8410,227,18850,40,OK
40117,15553,265,443,106,3101,108,11530,40,OK
40119,81646,4716,5153,3603,8493,755,58926,40,OK
40121,43773,2036,2183,487,10355,324,28388,40,OK
40123,38065,1920,2136,584,10425,297,22703,40,OK
40125,72454,3709,4161,960,13867,599,49158,40,OK
40127,10812,207,358,74,2715,76,7382,40,OK
40129,3442,40,244,18,259,21,2860,40,OK
40131,95240,2399,5085,2288,22169,912,62387,40,OK
40133,23556,1681,1126,144,6189,307,14109,40,OK
40135,39281,1218,1663,440,13252,211,22497,40,OK
40137,42848,1455,3351,430,4746,483,32383,40,OK
40139,21384,1216,10727,515,511,152,8263,40,OK
40141,6968,634,1863,46,382,61,3982,40,OK
40143,669279,86280,96787,31123,77031,6145,371913,40,OK
40145,80981,4393,5894,1927,14967,1066,52734,40,OK
40147,52455,2462,3261,1321,9698,505,35208,40,OK
40149,10924,230,930,33,740,173,8818,40,OK
40151,8624,302,596,112,504,85,7025,40,OK
40153,20470,533,2975,208,1123,205,15426,40,OK
41001,16668,181,776,174,569,304,14664,41,OR
41003,95184,1951,8307,8731,2174,1812,72209,41,OR
41005,421401,9121,39339,30251,9982,7347,325361,41,OR
41007,41072,528,3780,1187,1297,754,33526,41,OR
41009,52589,762,2994,1455,2164,986,44228,41,OR
41011,64929,700,4211,1565,3750,1165,53538,41,OR
41013,24738,208,1773,283,978,622,20874,41,OR
41015,23446,229,1644,460,1227,458,19428,41,OR
41017,198253,2159,16964,5642,4968,3925,164595,41,OR
41019,111201,1051,6543,2455,5354,2273,93525,41,OR
41021,1995,19,96,33,85,15,1747,41,OR
41023,7233,100,255,53,282,113,6430,41,OR
41025,7495,79,377,94,399,111,6435,41,OR
41027,23977,220,7111,765,518,428,14935,41,OR
41029,223259,3928,29869,7055,7400,4775,170232,41,OR
41031,24502,314,4963,359,3569,292,15005,41,OR
41033,88090,1173,6823,2086,3589,1689,72730,41,OR
41035,69413,1168,8600,1597,4821,1308,51919,41,OR
41037,8160,110,782,149,494,117,6508,41,OR
41039,382971,9765,36576,17329,13518,7276,298507,41,OR
41041,50395,569,4816,1323,3187,1002,39498,41,OR
41043,128610,1769,12314,3112,4964,2333,104118,41,OR
41045,31571,626,10261,624,749,336,18975,41,OR
41047,345920,7764,94435,15317,9816,4938,213650,41,OR
41049,12186,132,4944,95,292,123,6600,41,OR
41051,815428,62312,99322,86052,17476,14643,535623,41,OR
41053,87433,1634,12505,3391,3726,1458,64719,41,OR
41055,1870,19,109,38,59,35,1610,41,OR
41057,27390,283,2909,652,996,550,22000,41,OR
41059,80075,1245,22457,1355,4284,981,49753,41,OR
41061,26196,382,1288,948,954,549,22075,41,OR
41063,7391,61,250,94,238,150,6598,41,OR
41065,26670,327,4945,705,1570,420,18703,41,OR
41067,600372,21975,105317,87757,10446,9645,365232,41,OR
41069,1451,20,76,24,59,16,1256,41,OR
41071,107722,1808,17594,3256,3829,1883,79352,41,OR
42001,103852,2626,7557,1461,1377,886,89945,42,PA
42003,1250578,188491,29902,67911,10026,15996,938252,42,PA
42005,65558,883,465,299,848,743,62320,42,PA
42007,168215,14534,3267,1672,2494,2367,143881,42,PA
42009,47577,445,497,241,676,337,45381,42,PA
42011,428849,32326,89823,8116,3531,3795,291258,42,PA
42013,122822,3907,1530,1320,1641,1408,113016,42,PA
42015,59967,794,810,637,1198,811,55717,42,PA
42017,646538,33822,37025,40822,5211,8083,521575,42,PA
42019,193763,3774,3420,3804,2233,2451,178081,42,PA
42021,133472,7956,2106,1114,1447,1469,119380,42,PA
42023,4547,40,71,42,50,73,4271,42,PA
42025,64749,1793,3369,575,817,756,57439,42,PA
42027,158172,6829,5239,13327,1418,1691,129668,42,PA
42029,534413,36982,41012,39729,3959,7255,405476,42,PA
42031,37241,759,348,275,478,358,35023,42,PA
42033,80562,2251,2464,648,1031,830,73338,42,PA
42035,37450,723,589,360,530,315,34933,42,PA
42037,64727,1449,2008,1063,798,578,58831,42,PA
42039,83938,2408,1128,604,1272,1179,77347,42,PA
42041,259469,15095,10770,16162,2596,2856,211990,42,PA
42043,286401,60443,26287,19039,2455,3002,175175,42,PA
42045,576830,140103,22678,40951,3609,6240,363249,42,PA
42047,30990,264,263,198,410,389,29466,42,PA
42049,270876,26127,10417,7859,3376,3917,219180,42,PA
42051,128804,7505,1423,828,1899,1827,115322,42,PA
42053,6973,1257,307,35,55,41,5278,42,PA
42055,155932,7868,9966,2071,2062,1399,132566,42,PA
42057,14556,223,125,96,277,109,13726,42,PA
42059,35954,1309,461,276,574,436,32898,42,PA
42061,44092,2627,823,314,504,404,39420,42,PA
42063,83246,3182,1329,1096,996,925,75718,42,PA
42065,44492,296,360,215,682,622,42317,42,PA
42067,23509,278,862,123,294,122,21830,42,PA
42069,215896,12015,16285,7845,1898,2607,175246,42,PA
42071,552984,32255,54377,16841,4147,4751,440613,42,PA
42073,86070,5385,1446,601,1159,1668,75811,42,PA
42075,143257,5303,18721,2829,1178,1222,114004,42,PA
42077,374557,37854,86510,15836,2327,4036,227994,42,PA
42079,325594,22170,42003,5132,2806,3179,250304,42,PA
42081,114188,7997,2032,1415,1757,1300,99687,42,PA
42083,40432,1143,597,327,768,606,36991,42,PA
42085,110652,8146,1378,1058,1544,1528,96998,42,PA
42087,46143,741,900,308,512,339,43343,42,PA
42089,168327,30004,24457,4947,1639,2564,104716,42,PA
42091,856553,96664,49593,76004,5415,10633,618244,42,PA
42093,18136,502,455,762,208,104,16105,42,PA
42095,312951,25983,40168,11886,2451,4090,228373,42,PA
42097,91647,3482,3778,754,1117,827,81689,42,PA
42099,45842,665,845,300,695,499,42838,42,PA
42101,1603797,673786,207727,144994,6543,19919,550828,42,PA
42103,58535,4158,6128,1154,814,906,45375,42,PA
42105,16396,105,240,129,236,192,15494,42,PA
42107,143049,5687,7456,1165,1381,1168,126192,42,PA
42109,39736,812,885,395,384,268,36992,42,PA
42111,74129,2188,989,367,850,691,69044,42,PA
42113,5840,125,84,37,108,80,5406,42,PA
42115,38434,326,808,261,650,590,35799,42,PA
42117,41045,608,576,315,804,485,38257,42,PA
42119,42681,2913,1816,1092,445,365,36050,42,PA
42121,50454,898,553,324,853,709,47117,42,PA
42123,38587,358,382,304,629,604,36310,42,PA
42125,209349,10274,3726,2974,2535,2940,186900,42,PA
42127,51155,2095,2187,614,749,689,44821,42,PA
42129,354663,13814,4676,4634,3789,4636,323114,42,PA
42131,26069,379,543,211,414,380,24142,42,PA
42133,456438,36830,34746,9068,5868,4573,365353,42,PA
44001,50793,1441,1816,1771,422,672,44671,44,RI
44003,170363,5908,8673,6161,2087,2773,144761,44,RI
44005,85643,4734,5064,2498,952,1481,70914,44,RI
44007,660741,84806,144102,32640,5900,14678,378615,44,RI
44009,129839,3036,4293,3628,2024,1769,115089,44,RI
45001,24295,6569,374,108,338,162,16744,45,SC
45003,168808,43092,10656,2754,2990,1398,107918,45,SC
45005,8039,5769,174,23,72,16,1985,45,SC
45007,203718,34017,9004,3210,3459,1632,152396,45,SC
45009,13311,7935,116,109,75,66,5010,45,SC
45011,20589,9207,443,198,285,104,10352,45,SC
45013,187117,30735,22395,3543,2089,1651,126704,45,SC
45015,229861,57233,18932,8035,4078,3743,137840,45,SC
45017,14119,5550,452,93,202,39,7783,45,SC
45019,408235,97954,27634,10777,4337,3973,263560,45,SC
45021,56216,12292,2617,441,922,368,39576,45,SC
45023,32294,11941,714,215,609,224,18591,45,SC
45025,43273,14213,1961,352,662,256,25829,45,SC
45027,31144,14330,765,262,312,166,15309,45,SC
45029,38604,14235,1241,279,783,250,21816,45,SC
45031,62905,26481,1193,406,717,287,33821,45,SC
45033,28292,13336,805,116,905,143,12987,45,SC
45035,161540,42555,9790,5027,3245,1778,99145,45,SC
45037,25657,8703,1278,242,380,164,14890,45,SC
45039,20948,11625,344,178,174,124,8503,45,SC
45041,137059,59378,3749,2713,1433,765,69021,45,SC
45043,63404,18782,2055,395,637,349,41186,45,SC
45045,525534,97001,55596,16637,7043,5360,343897,45,SC
45047,69351,22083,4480,954,784,425,40625,45,SC
45049,18561,9796,596,151,159,57,7802,45,SC
45051,351029,45699,23120,6790,5842,3849,265729,45,SC
45053,28791,10095,4886,275,293,186,13056,45,SC
45055,65403,16514,3163,722,1062,551,43391,45,SC
45057,96016,20886,5903,2192,1326,782,64927,45,SC
45059,67539,17203,3927,482,1081,488,44358,45,SC
45061,16531,10302,257,59,139,53,5721,45,SC
45063,293991,47915,20433,8682,5646,2461,208854,45,SC
45065,9526,4022,101,53,136,59,5155,45,SC
45067,29183,16902,621,173,304,103,11080,45,SC
45069,26667,13926,454,119,1518,94,10556,45,SC
45071,37719,11067,3150,207,461,199,22635,45,SC
45073,78607,6422,4243,905,1768,573,64696,45,SC
45075,84223,52275,1640,1070,1083,368,27787,45,SC
45077,131404,10457,6306,3454,2771,1169,107247,45,SC
45079,416147,200388,22185,14343,3475,3112,172644,45,SC
45081,18862,4291,2936,74,204,93,11264,45,SC
45083,327997,70165,26371,9808,4863,2350,214440,45,SC
45085,105556,51044,3674,2220,1423,753,46442,45,SC
45087,27244,9055,361,136,291,122,17279,45,SC
45089,31026,20068,500,190,196,86,9986,45,SC
45091,282090,57020,17571,10628,6004,2852,188015,45,SC
46003,2747,24,216,18,67,13,2409,46,SD
46005,19149,344,2700,2190,445,101,13369,46,SD
46007,3381,32,84,10,2252,6,997,46,SD
46009,7003,132,116,34,524,37,6160,46,SD
46011,34375,881,1371,1134,828,239,29922,46,SD
46013,38301,881,1582,1115,1745,273,32705,46,SD
46015,5247,51,101,44,667,44,4340,46,SD
46017,1948,7,11,2,1637,5,286,46,SD
46019,10243,68,399,67,439,123,9147,46,SD
46021,1377,7,35,13,46,6,1270,46,SD
46023,9373,67,227,62,3276,21,5720,46,SD
46025,3837,35,164,6,44,15,3573,46,SD
46027,14967,414,448,459,856,135,12655,46,SD
46029,28325,243,721,312,1061,147,25841,46,SD
46031,3902,41,46,31,2816,11,957,46,SD
46033,8318,82,206,51,362,111,7506,46,SD
46035,19956,288,866,188,832,157,17625,46,SD
46037,5449,26,143,37,629,19,4595,46,SD
46039,4295,28,134,16,57,15,4045,46,SD
46041,5239,49,79,18,4234,10,849,46,SD
46043,2835,17,51,11,81,22,2653,46,SD
46045,3986,28,60,36,74,9,3779,46,SD
46047,6973,81,171,92,618,79,5932,46,SD
46049,2125,17,40,7,55,3,2003,46,SD
46051,7556,35,466,51,141,57,6806,46,SD
46053,3994,26,46,54,370,7,3491,46,SD
46055,1872,15,18,25,83,14,1717,46,SD
46057,6164,24,284,32,94,64,5666,46,SD
46059,3145,43,43,16,18,33,2992,46,SD
46061,3461,18,33,16,44,34,3316,46,SD
46063,1311,11,28,1,53,13,1205,46,SD
46065,17765,237,462,199,2622,160,14085,46,SD
46067,7427,42,157,38,147,34,7009,46,SD
46069,1262,12,17,17,114,14,1088,46,SD
46071,2806,26,57,20,1650,8,1045,46,SD
46073,1663,8,72,10,20,8,1545,46,SD
46075,917,13,11,8,105,7,773,46,SD
46077,5187,30,107,41,53,30,4926,46,SD
46079,11059,191,565,128,218,108,9849,46,SD
46081,25768,273,903,321,1018,318,22935,46,SD
46083,65161,1766,1642,1485,1132,627,58509,46,SD
46085,3718,41,32,11,1700,19,1915,46,SD
46087,5682,34,174,23,131,43,5277,46,SD
46089,2411,29,50,13,53,1,2265,46,SD
46091,4306,35,249,26,375,22,3599,46,SD
46093,29852,756,1219,614,1561,408,25294,46,SD
46095,1918,21,30,4,1197,15,651,46,SD
46097,2298,33,31,8,28,15,2183,46,SD
46099,197214,14469,11677,5913,7642,1773,155740,46,SD
46101,6336,56,309,109,980,54,4828,46,SD
46102,13672,79,398,62,12678,17,438,46,SD
46103,109222,2808,5315,2523,14550,1283,82743,46,SD
46105,2835,18,31,10,102,23,2651,46,SD
46107,2472,16,36,18,79,9,2314,46,SD
46109,10280,120,205,53,4287,38,5577,46,SD
46111,2330,25,51,9,53,10,2182,46,SD
46115,6361,50,136,15,129,36,5995,46,SD
46117,2980,27,29,22,308,41,2553,46,SD
46119,1446,16,39,13,32,12,1334,46,SD
46121,9319,55,207,53,8300,19,685,46,SD
46123,5624,41,53,11,1163,44,4312,46,SD
46125,8673,91,245,36,144,114,8043,46,SD
46127,16811,301,649,354,331,182,14994,46,SD
46129,5315,38,88,22,1026,25,4116,46,SD
46135,23310,531,1193,196,1003,192,20195,46,SD
46137,2413,4,34,10,1959,2,404,46,SD
47001,77123,4118,2721,1427,2032,781,66044,47,TN
47003,50237,4452,7518,503,886,379,36499,47,TN
47005,15864,461,352,155,383,135,14378,47,TN
47007,14913,865,444,62,339,74,13129,47,TN
47009,135280,5079,5517,1925,3466,1341,117952,47,TN
47011,108620,6994,8105,1767,2848,1076,87830,47,TN
47013,39272,360,480,178,914,239,37101,47,TN
47015,14506,294,377,92,303,376,13064,47,TN
47017,28440,2961,727,203,591,214,23744,47,TN
47019,56356,1160,1140,396,1445,425,51790,47,TN
47021,41072,1198,1802,366,974,433,36299,47,TN
47023,17341,1795,501,115,321,138,14471,47,TN
47025,32043,514,474,224,657,208,29966,47,TN
47027,7581,122,127,24,87,19,7202,47,TN
47029,35999,989,923,247,891,216,32733,47,TN
47031,57889,3029,3163,868,1350,496,48983,47,TN
47033,13911,2023,1492,41,199,100,10056,47,TN
47035,61145,599,1885,539,1343,466,56313,47,TN
47037,715884,185814,94508,34215,8184,6328,386835,47,TN
47039,11435,362,353,53,149,56,10462,47,TN
47041,20080,422,1408,146,393,185,17526,47,TN
47043,54315,2816,2464,470,1164,407,46994,47,TN
47045,36801,6028,1242,302,638,319,28272,47,TN
47047,41990,11497,1344,414,821,356,27558,47,TN
47049,18489,81,306,83,395,83,17541,47,TN
47051,42774,2454,1461,519,986,490,36864,47,TN
47053,50429,9747,1374,335,687,356,37930,47,TN
47055,30346,3547,676,255,688,260,24920,47,TN
47057,23527,246,763,103,510,157,21748,47,TN
47059,70152,2025,2422,531,1441,590,63143,47,TN
47061,13529,117,160,71,491,70,12620,47,TN
47063,64499,3254,9226,1166,1224,432,49197,47,TN
47065,366207,69900,25977,10425,6845,3121,249939,47,TN
47067,6662,79,30,8,97,57,6391,47,TN
47069,25462,10474,433,197,276,112,13970,47,TN
47071,26831,1074,542,192,560,191,24272,47,TN
47073,56721,1049,853,383,1231,381,52824,47,TN
47075,17864,9260,773,51,125,101,7554,47,TN
47077,27842,2472,684,129,471,196,23890,47,TN
47079,32199,2801,827,302,667,352,27250,47,TN
47081,24925,1147,665,141,700,186,22086,47,TN
47083,8283,329,180,28,172,83,7491,47,TN
47085,18990,744,428,134,379,203,17102,47,TN
47087,11617,129,218,50,324,118,10778,47,TN
47089,54683,1293,2314,429,1218,454,48975,47,TN
47091,17948,836,503,79,331,73,16126,47,TN
47093,478971,48434,27305,15302,9329,4811,373790,47,TN
47095,7005,1960,164,34,75,17,4755,47,TN
47097,25143,8812,510,103,526,176,15016,47,TN
47099,44159,1161,1070,287,961,312,40368,47,TN
47101,12582,281,313,118,245,115,11510,47,TN
47103,35319,2800,1211,320,901,284,29803,47,TN
47105,54886,1008,5306,621,1099,433,46419,47,TN
47107,53276,2682,2041,633,1509,418,45993,47,TN
47109,25866,1864,423,109,418,205,22847,47,TN
47111,25216,305,1669,91,551,161,22439,47,TN
47113,98823,37813,4378,1574,1086,708,53264,47,TN
47115,28837,1386,568,216,801,177,25689,47,TN
47117,34318,2630,2155,236,697,345,28255,47,TN
47119,100974,13108,7381,1454,1897,952,76182,47,TN
47121,12758,242,201,42,323,127,11823,47,TN
47123,46250,1124,1904,317,1341,379,41185,47,TN
47125,220069,52571,20303,9071,4155,2675,131294,47,TN
47127,6461,183,91,58,114,16,5999,47,TN
47129,21035,1056,288,106,428,128,19029,47,TN
47131,30787,3693,1516,156,471,215,24736,47,TN
47133,22511,254,316,117,486,115,21223,47,TN
47135,8366,258,118,47,163,80,7700,47,TN
47137,5001,36,79,27,42,6,4811,47,TN
47139,17544,158,293,65,625,90,16313,47,TN
47141,79854,3147,6155,1551,1593,626,66782,47,TN
47143,32870,939,1931,301,828,230,28641,47,TN
47145,53404,1870,1005,568,1375,492,48094,47,TN
47147,72803,6142,6694,799,1459,660,57049,47,TN
47149,341486,61364,36684,15591,5331,3322,219194,47,TN
47151,21850,147,186,101,341,118,20957,47,TN
47153,15826,164,610,106,420,117,14409,47,TN
47155,98380,1582,8429,1534,2287,747,83801,47,TN
47157,929744,492757,73549,32663,7656,6379,316740,47,TN
47159,19904,592,502,138,468,150,18054,47,TN
47161,13657,324,326,145,396,145,12321,47,TN
47163,158163,4973,3402,1868,3275,1291,143354,47,TN
47165,196281,18657,12303,4215,3981,1956,155169,47,TN
47167,60970,11725,1531,797,1408,584,44925,47,TN
47169,11615,2128,356,82,205,58,8786,47,TN
47171,17928,126,1100,73,378,76,16175,47,TN
47173,19802,173,390,68,372,157,18642,47,TN
47175,6168,55,75,25,122,25,5866,47,TN
47177,40953,1619,3863,367,785,339,33980,47,TN
47179,133001,7663,5849,2711,2830,1342,112606,47,TN
47181,16232,972,352,50,255,100,14503,47,TN
47183,32902,3077,870,299,574,269,27813,47,TN
47185,27351,647,710,220,728,213,24833,47,TN
47187,247726,12151,13807,15407,3299,2654,200408,47,TN
47189,147737,12291,8082,4156,2848,1471,118889,47,TN
48001,57922,12253,10854,515,876,326,33098,48,TX
48003,18610,376,10307,127,297,98,7405,48,TX
48005,86395,14115,19333,1111,1301,565,49970,48,TX
48007,23830,394,6092,617,616,295,15816,48,TX
48009,8560,106,725,53,230,90,7356,48,TX
48011,1848,34,128,15,64,14,1593,48,TX
48013,48981,736,30948,289,516,426,16066,48,TX
48015,30167,2791,7839,284,457,316,18480,48,TX
48017,6904,91,4509,13,61,40,2190,48,TX
48019,20851,270,3977,208,499,302,15595,48,TX
48021,97216,6873,40889,1164,1535,1004,45751,48,TX
48023,3465,113,421,22,72,40,2797,48,TX
48025,31047,2558,19246,268,200,175,8600,48,TX
48027,370647,100605,84328,18860,6001,4073,156780,48,TX
48029,2009324,196197,1162568,83857,15606,15364,535732,48,TX
48031,11374,123,2073,96,219,156,8707,48,TX
48033,631,16,79,6,0,2,528,48,TX
48035,18235,503,3234,135,512,230,13621,48,TX
48037,92893,25188,7263,1475,2333,779,55855,48,TX
48039,372031,61118,111908,28779,4997,3396,161833,48,TX
48041,233849,27910,60877,16651,2988,2388,123035,48,TX
48043,9546,287,3889,141,155,126,4948,48,TX
48045,1435,30,361,1,27,8,1008,48,TX
48047,7076,47,6224,38,23,20,724,48,TX
48049,38095,1881,8003,399,801,339,26672,48,TX
48051,17642,2145,3592,108,318,221,11258,48,TX
48053,49130,1011,11057,590,1135,527,34810,48,TX
48055,45883,2932,25093,333,589,376,16560,48,TX
48057,20106,534,9737,1148,174,139,8374,48,TX
48059,13708,269,1276,105,357,146,11555,48,TX
48061,421017,3410,375067,3002,968,1463,37107,48,TX
48063,12464,2092,3170,142,233,93,6734,48,TX
48065,5807,91,545,24,233,41,4873,48,TX
48067,28454,4941,1283,206,752,244,21028,48,TX
48069,7371,155,4750,45,79,14,2328,48,TX
48071,46571,3763,10749,815,844,542,29858,48,TX
48073,50412,7069,11645,384,873,346,30095,48,TX
48075,6664,672,1913,82,107,38,3852,48,TX
48077,10218,121,624,70,351,111,8941,48,TX
48079,2547,94,1500,3,24,14,912,48,TX
48081,3285,23,648,16,81,44,2473,48,TX
48083,7684,236,1160,41,177,57,6013,48,TX
48085,1064465,126186,163727,203768,16418,11894,542472,48,TX
48087,2652,148,807,19,53,8,1617,48,TX
48089,20557,2535,5801,123,200,137,11761,48,TX
48091,161501,5409,42763,3185,2863,2031,105250,48,TX
48093,13594,127,3822,67,300,81,9197,48,TX
48095,3303,105,1016,31,26,28,2097,48,TX
48097,41668,1687,8375,443,1326,433,29404,48,TX
48099,83093,15290,15146,3861,1625,958,46213,48,TX
48101,1380,128,312,11,24,3,902,48,TX
48103,4675,102,3135,30,59,7,1342,48,TX
48105,3098,36,1909,15,39,19,1080,48,TX
48107,5133,203,2762,20,44,28,2076,48,TX
48109,2188,48,1625,44,19,7,445,48,TX
48111,7115,142,3695,18,118,23,3119,48,TX
48113,2613539,611735,1037954,196866,23031,18966,724987,48,TX
48115,12456,1004,6661,74,73,54,4590,48,TX
48117,18583,290,13790,57,132,81,4233,48,TX
48119,5230,402,363,51,183,42,4189,48,TX
48121,906422,113638,176820,103741,16602,9975,485646,48,TX
48123,19824,1867,6697,89,189,128,10854,48,TX
48125,1770,64,484,11,17,16,1178,48,TX
48127,8615,129,7441,87,28,32,898,48,TX
48129,3258,227,334,29,115,16,2537,48,TX
48131,9831,208,7925,56,24,681,937,48,TX
48133,17725,497,2883,158,418,116,13653,48,TX
48135,165171,9522,98840,3000,1810,976,51023,48,TX
48137,1422,17,708,20,24,2,651,48,TX
48139,192455,27000,50843,2581,3601,1935,106495,48,TX
48141,865657,38200,705685,15316,4345,3892,98219,48,TX
48143,42545,1646,9128,514,916,335,30006,48,TX
48145,16968,4023,3822,78,204,134,8707,48,TX
48147,35662,2628,4132,300,1233,327,27042,48,TX
48149,24435,1722,5063,112,287,210,17041,48,TX
48151,3672,149,939,17,48,23,2496,48,TX
48153,5402,207,3021,32,36,27,2079,48,TX
48155,1095,33,187,9,13,8,845,48,TX
48157,822779,183786,191699,190506,5180,7882,243726,48,TX
48159,10359,534,1409,98,308,134,7876,48,TX
48161,19435,3038,3074,107,282,117,12817,48,TX
48163,18385,767,14130,210,85,140,3053,48,TX
48165,21598,356,8320,102,164,102,12554,48,TX
48167,350682,49174,86089,14922,5419,3720,191358,48,TX
48169,5816,381,3173,34,41,25,2162,48,TX
48171,26725,245,5696,186,429,285,19884,48,TX
48173,1116,27,372,3,3,1,710,48,TX
48175,7012,349,2220,46,91,60,4246,48,TX
48177,19653,1391,9683,105,187,128,8159,48,TX
48179,21227,1039,6274,172,561,156,13025,48,TX
48181,135543,9856,20340,2657,6112,1367,95211,48,TX
48183,124239,27498,23381,2073,2185,1052,68050,48,TX
48185,29268,4217,7183,180,467,311,16910,48,TX
48187,172706,16066,63222,4992,2511,1852,84063,48,TX
48189,32522,1807,19245,241,365,171,10693,48,TX
48191,2825,237,922,17,51,9,1589,48,TX
48193,8222,68,1036,45,198,70,6805,48,TX
48195,5285,43,2600,13,49,28,2552,48,TX
48197,3549,195,788,28,76,21,2441,48,TX
48199,56231,3559,3332,624,1146,636,46934,48,TX
48201,4731145,981484,1985784,378628,33751,41905,1309593,48,TX
48203,68839,14553,9554,701,1320,672,42039,48,TX
48205,5382,249,1612,35,59,24,3403,48,TX
48207,5416,268,1331,35,97,57,3628,48,TX
48209,241067,13050,90916,9519,3499,2515,121568,48,TX
48211,3382,29,1127,25,95,16,2090,48,TX
48213,82150,5694,11002,781,2058,761,61854,48,TX
48215,870781,7102,796795,9236,1529,2781,53338,48,TX
48217,35874,2527,7764,287,819,354,24123,48,TX
48219,21537,803,10492,82,285,123,9752,48,TX
48221,61598,931,7843,792,1595,622,49815,48,TX
48223,36787,2847,6390,403,865,306,25976,48,TX
48225,22066,5462,2977,185,329,156,12957,48,TX
48227,34860,2113,15816,491,604,164,15672,48,TX
48229,3202,29,2020,15,32,12,1094,48,TX
48231,99956,9374,19268,1612,2926,1178,65598,48,TX
48233,20617,757,4832,184,869,192,13783,48,TX
48235,1513,30,339,12,19,1,1112,48,TX
48237,8472,350,1486,69,152,57,6358,48,TX
48239,14988,1186,4691,190,228,183,8510,48,TX
48241,32980,5950,2157,185,615,278,23795,48,TX
48243,1996,28,599,24,38,25,1282,48,TX
48245,256526,88504,57182,10825,2263,1705,96047,48,TX
48247,4838,11,4276,44,23,70,414,48,TX
48249,38891,414,30668,183,225,438,6963,48,TX
48251,179927,8888,41796,3521,4488,2008,119226,48,TX
48253,19663,2187,5412,157,308,114,11485,48,TX
48255,14710,1265,7645,170,116,126,5388,48,TX
48257,145310,24448,35220,2805,2967,1244,78626,48,TX
48259,44279,603,9906,695,763,545,31767,48,TX
48261,350,12,252,3,8,2,73,48,TX
48263,753,11,75,3,3,4,657,48,TX
48265,52598,1127,13375,815,888,602,35791,48,TX
48267,4286,37,976,45,75,17,3136,48,TX
48269,265,8,23,4,0,0,230,48,TX
48271,3129,66,1451,34,47,42,1489,48,TX
48273,31040,1361,21645,869,227,210,6728,48,TX
48275,3353,210,1099,32,52,25,1935,48,TX
48277,50088,7310,4260,606,2157,401,35354,48,TX
48279,13045,544,7360,33,80,47,4981,48,TX
48281,21627,1079,4056,567,544,249,15132,48,TX
48283,6664,259,4873,18,19,28,1467,48,TX
48285,20337,1497,3819,110,195,152,14564,48,TX
48287,17478,1945,4342,97,335,147,10612,48,TX
48289,15719,1059,2410,147,298,146,11659,48,TX
48291,91628,8052,30511,681,1475,865,50044,48,TX
48293,22146,4117,4828,214,321,136,12530,48,TX
48295,3059,22,1118,5,101,27,1786,48,TX
48297,11335,275,4756,56,171,109,5968,48,TX
48299,21243,233,2454,183,569,274,17530,48,TX
48301,64,3,0,0,3,2,56,48,TX
48303,310639,31107,106222,11061,4907,2348,154994,48,TX
48305,5596,151,2331,26,101,27,2960,48,TX
48307,7630,197,2320,53,100,56,4904,48,TX
