GEOID20,tot_pop_20,bpop_20,hpop_20,asian_nhpi_pop_20,amin_pop_20,other_pop_20,white_pop_20,STATEFP,STATE
21145,67875,9024,1985,973,1431,661,53801,21,KY
21147,16888,990,353,47,289,137,15072,21,KY
21149,9152,101,154,29,118,59,8691,21,KY
21151,92701,5511,2889,2258,1743,709,79591,21,KY
21153,11637,46,63,23,114,56,11335,21,KY
21155,19581,1579,641,231,216,135,16779,21,KY
21157,31659,272,532,215,684,259,29697,21,KY
21159,11287,821,274,24,135,31,10002,21,KY
21161,17120,1464,325,134,295,125,14777,21,KY
21163,30003,1462,1023,517,761,328,25912,21,KY
21165,6113,64,54,13,74,35,5873,21,KY
21167,22641,1127,663,142,426,183,20100,21,KY
21169,10286,166,226,23,165,86,9620,21,KY
21171,11338,294,464,17,114,60,10389,21,KY
21173,28114,912,905,238,471,225,25363,21,KY
21175,13726,631,322,39,172,52,12510,21,KY
21177,30928,1585,506,110,354,169,28204,21,KY
21179,46738,2986,1151,465,714,309,41113,21,KY
21181,7537,76,142,27,122,46,7124,21,KY
21183,23772,341,977,87,362,133,21872,21,KY
21185,67607,3131,3085,1788,1127,640,57836,21,KY
21187,11278,159,246,63,220,104,10486,21,KY
21189,4051,46,25,8,49,18,3905,21,KY
21191,14644,148,198,82,257,126,13833,21,KY
21193,28473,605,220,296,483,121,26748,21,KY
21195,58669,825,672,462,805,270,55635,21,KY
21197,13129,142,186,45,193,56,12507,21,KY
21199,65034,1253,1828,573,1310,470,59600,21,KY
21201,2193,22,15,13,29,8,2106,21,KY
21203,16037,129,162,51,290,89,15316,21,KY
21205,24662,552,514,214,393,216,22773,21,KY
21207,17991,209,778,140,272,95,16497,21,KY
21209,57155,4037,2990,975,950,499,47704,21,KY
21211,48065,3673,5154,601,789,485,37363,21,KY
21213,19594,2054,614,163,409,153,16201,21,KY
21215,19490,452,439,177,504,154,17764,21,KY
21217,26023,1756,665,324,326,228,22724,21,KY
21219,12243,1064,587,64,196,98,10234,21,KY
21221,14061,1154,299,94,216,96,12202,21,KY
21223,8474,86,186,49,186,53,7914,21,KY
21225,13668,1260,168,72,267,99,11802,21,KY
21227,134554,15613,9132,8824,2009,1232,97744,21,KY
21229,12027,885,450,71,146,78,10397,21,KY
21231,19555,399,870,84,255,75,17872,21,KY
21233,13017,645,822,56,262,87,11145,21,KY
21235,36712,825,623,304,692,192,34076,21,KY
21237,6562,56,53,23,49,25,6356,21,KY
21239,26871,1648,1942,339,385,196,22361,21,KY
22001,57576,10864,1538,252,522,285,44115,22,LA
22003,22750,4490,1784,257,916,157,15146,22,LA
22005,126500,32216,9898,2306,1452,983,79645,22,LA
22007,21039,6220,846,89,228,76,13580,22,LA
22009,39693,11678,1402,427,701,249,25236,22,LA
22011,36549,4649,1184,428,973,276,29039,22,LA
22013,12981,5600,142,69,199,70,6901,22,LA
22015,128746,32551,9680,3538,2718,1277,78982,22,LA
22017,237848,119304,7488,4151,3334,1844,101727,22,LA
22019,216785,59386,10496,4855,3016,1922,137110,22,LA
22021,9645,1632,199,64,139,60,7551,22,LA
22023,5617,125,172,28,74,44,5174,22,LA
22025,8906,2395,583,49,98,43,5738,22,LA
22027,14170,6360,426,77,182,61,7064,22,LA
22029,18687,7725,402,122,212,69,10157,22,LA
22031,26812,9973,692,124,679,222,15122,22,LA
22033,456781,213398,28582,16346,3743,3357,191355,22,LA
22035,7459,5272,84,21,36,12,2034,22,LA
22037,19539,7341,338,91,242,116,11411,22,LA
22039,32350,9235,1262,247,256,188,21162,22,LA
22041,19774,6802,206,58,187,91,12430,22,LA
22043,22169,3335,1259,135,595,167,16678,22,LA
22045,69929,24556,3617,2126,634,424,38572,22,LA
22047,30241,13730,1307,206,221,145,14632,22,LA
22049,15031,4166,427,179,228,135,9896,22,LA
22051,440781,126217,74186,22496,4593,4904,208385,22,LA
22053,32250,5837,694,198,423,243,24855,22,LA
22055,241753,65136,15167,6421,2594,1960,150475,22,LA
22057,97557,15855,5493,1031,3932,524,70722,22,LA
22059,14791,1422,1364,290,357,95,11263,22,LA
22061,48396,19364,1594,916,587,263,25672,22,LA
22063,142282,12658,8560,1735,2782,1671,114876,22,LA
22065,10017,6363,137,22,55,26,3414,22,LA
22067,25629,12484,300,148,359,118,12220,22,LA
22069,37515,15725,1327,284,760,521,18898,22,LA
22071,383997,218969,24736,12685,2495,3727,121385,22,LA
22073,160368,61217,5249,2814,2427,1235,87426,22,LA
22075,23515,5428,2100,1298,595,330,13764,22,LA
22077,20758,7504,581,105,138,185,12245,22,LA
22079,130023,42592,4729,2458,2780,1141,76323,22,LA
22081,7620,3106,167,10,144,43,4150,22,LA
22083,20043,7603,332,84,242,115,11667,22,LA
22085,22155,3861,685,112,2495,152,14850,22,LA
22087,43764,12309,5718,1295,664,613,23165,22,LA
22089,52549,13928,3886,814,751,462,32708,22,LA
22091,10920,6031,186,31,111,67,4494,22,LA
22093,20192,9762,288,58,76,91,9917,22,LA
22095,42477,25196,2923,404,340,266,13348,22,LA
22097,82540,35836,1955,509,538,477,43225,22,LA
22099,51767,15921,1556,595,454,322,32919,22,LA
22101,49406,15991,4335,845,1534,367,26334,22,LA
22103,264570,38643,19790,5643,4697,3653,192144,22,LA
22105,133157,41879,6791,1439,2096,1127,79825,22,LA
22107,4147,2312,41,23,20,23,1728,22,LA
22109,109580,23147,7039,1747,8147,698,68802,22,LA
22111,21107,5224,1099,73,293,129,14289,22,LA
22113,57359,8810,2140,1460,556,373,44020,22,LA
22115,48750,7611,3859,1738,1396,547,33599,22,LA
22117,45463,13434,1253,211,659,318,29588,22,LA
22119,36967,12679,607,225,654,248,22554,22,LA
22121,27199,11170,1184,301,264,166,14114,22,LA
22123,9751,1425,307,22,160,38,7799,22,LA
22125,15310,3740,606,96,218,65,10585,22,LA
22127,13755,3727,999,225,247,59,8498,22,LA
23001,111139,7916,2021,1554,2403,1370,95875,23,ME
23003,67105,794,848,590,2258,452,62163,23,ME
23005,303069,14914,7453,10087,4252,4226,262137,23,ME
23007,29456,329,382,503,637,394,27211,23,ME
23009,55478,679,949,894,1118,740,51098,23,ME
23011,123642,1955,2349,1921,3036,1699,112682,23,ME
23013,40607,527,633,438,792,684,37533,23,ME
23015,35237,301,373,396,679,417,33071,23,ME
23017,57777,596,816,510,1518,881,53456,23,ME
23019,152199,2717,2496,2754,4266,1660,138306,23,ME
23021,16800,155,248,208,440,275,15474,23,ME
23023,36699,593,612,496,691,477,33830,23,ME
23025,50477,524,622,447,1285,685,46914,23,ME
23027,39607,375,519,373,909,548,36883,23,ME
23029,31095,342,633,252,2001,280,27587,23,ME
23031,211972,3587,3810,3917,3805,2809,194044,23,ME
24001,68106,6536,1020,971,1070,556,57953,24,MD
24003,588261,119068,52335,33400,7585,7980,367893,24,MD
24005,854535,275360,55341,62066,8775,9730,443263,24,MD
24009,92783,14470,3764,2792,1759,1238,68760,24,MD
24011,33293,5164,2678,515,519,303,24114,24,MD
24013,172891,8715,7379,5561,2683,1852,146701,24,MD
24015,103725,9894,4843,1956,2288,1259,83485,24,MD
24017,166617,89295,9459,7160,2265,1606,56832,24,MD
24019,32531,9965,1548,473,415,239,19891,24,MD
24021,271717,34170,30153,16828,3327,3603,183636,24,MD
24023,28806,374,307,165,390,168,27402,24,MD
24025,260924,43682,12232,10919,3914,3193,186984,24,MD
24027,332317,73955,24511,71911,2209,4495,155236,24,MD
24029,19198,3102,976,336,226,174,14384,24,MD
24031,1062061,222494,205796,180354,4567,17870,430980,24,MD
24033,967201,609663,191326,46156,3632,7364,109060,24,MD
24035,49874,3397,2459,965,704,567,41782,24,MD
24037,113777,19337,5809,5086,1894,1418,80233,24,MD
24039,24620,9962,955,332,374,111,12886,24,MD
24041,37526,4818,3188,730,387,338,28065,24,MD
24043,154705,22163,9233,4112,2371,1603,115223,24,MD
24045,103588,30929,6351,3722,1308,938,60340,24,MD
24047,52460,7050,1928,984,638,477,41383,24,MD
24510,585708,353890,40974,24879,3368,5301,157296,24,MD
25001,228996,10299,7249,4484,2813,9590,194561,25,MA
25003,129026,6775,6422,2792,1623,2151,109263,25,MA
25005,579200,45950,48193,16891,4769,17739,445658,25,MA
25007,20600,1307,454,340,338,1931,16230,25,MA
25009,809829,54027,162716,34714,4828,17120,536424,25,MA
25011,71029,2053,3256,1726,1189,1341,61464,25,MA
25013,465825,53499,109574,14910,4108,5270,278464,25,MA
25015,162308,7422,10485,12795,1673,2355,127578,25,MA
25017,1632002,108422,133067,232999,8160,63435,1085919,25,MA
25019,14255,1331,2190,364,67,414,9889,25,MA
25021,725981,64462,32946,96806,3422,15924,512421,25,MA
25023,530819,68784,20134,10765,4238,19979,406919,25,MA
25025,797936,181785,153282,88642,2908,18419,352900,25,MA
25027,862111,63750,102117,52774,8124,24139,611207,25,MA
26001,10167,79,118,38,205,134,9593,26,MI
26003,8842,626,107,39,640,107,7323,26,MI
26005,120502,2889,9072,1475,2391,1587,103088,26,MI
26007,28907,290,407,245,602,357,27006,26,MI
26009,23431,127,452,152,611,346,21743,26,MI
26011,15002,114,256,79,463,171,13919,26,MI
26013,8158,669,80,54,1541,61,5753,26,MI
26015,62423,797,2098,512,1308,929,56779,26,MI
26017,103856,3302,5592,894,2019,1238,90811,26,MI
26019,17970,192,360,106,467,248,16597,26,MI
26021,154316,24270,8667,4155,3221,2400,111603,26,MI
26023,44862,1491,2504,474,851,517,39025,26,MI
26025,134310,18388,6816,4359,2861,1501,100385,26,MI
26027,51589,3398,2037,529,1610,706,43309,26,MI
26029,26054,219,412,236,925,381,23881,26,MI
26031,25579,260,327,157,1641,322,22872,26,MI
26033,36785,2910,694,312,8010,315,24544,26,MI
26035,30856,331,597,134,740,426,28628,26,MI
26037,79128,2663,3736,2349,1435,1030,67915,26,MI
26039,12988,126,283,98,313,142,12026,26,MI
26041,36903,293,517,316,1970,366,33441,26,MI
26043,25947,217,427,241,584,280,24198,26,MI
26045,109175,9799,5987,3013,1930,1246,87200,26,MI
26047,34112,350,578,333,2093,399,30359,26,MI
26049,406211,88850,14662,6030,8143,5043,283483,26,MI
26051,25386,213,468,105,493,277,23830,26,MI
26053,14380,158,201,91,777,172,12981,26,MI
26055,95238,1257,2938,1461,2648,1391,85543,26,MI
26057,41761,2522,3052,330,630,415,34812,26,MI
26059,45746,498,1133,362,1046,562,42145,26,MI
26061,37361,528,642,1100,758,479,33854,26,MI
26063,31407,210,815,232,383,259,29508,26,MI
26065,284900,44593,21695,19106,4368,3587,191551,26,MI
26067,66804,3745,3275,480,1077,610,57617,26,MI
26069,25237,335,581,261,551,265,23244,26,MI
26071,11631,81,194,82,308,143,10823,26,MI
26073,64394,3032,2869,1477,3377,669,52970,26,MI
26075,160366,16265,5656,2203,3251,1894,131097,26,MI
26077,261670,37545,13376,9103,4570,3648,193428,26,MI
26079,17939,163,344,119,525,265,16523,26,MI
26081,657974,78904,70179,27124,8706,7570,465491,26,MI
26083,2046,19,23,8,30,18,1948,26,MI
26085,12096,1119,1087,83,323,124,9360,26,MI
26087,88619,1516,4150,763,2030,1289,78871,26,MI
26089,22301,225,899,208,909,279,19781,26,MI
26091,99423,3994,8046,916,2199,1142,83126,26,MI
26093,193866,2224,5407,3002,3838,2639,176756,26,MI
26095,5339,60,62,17,642,44,4514,26,MI
26097,10834,109,156,51,2394,109,8015,26,MI
26099,881217,123254,24071,45476,12638,10537,665241,26,MI
26101,25032,822,794,143,1060,377,21836,26,MI
26103,66017,1275,1288,728,2885,803,59038,26,MI
26105,29052,409,1256,274,758,411,25944,26,MI
26107,39714,1318,968,476,909,522,35521,26,MI
26109,23502,264,432,173,1111,197,21325,26,MI
26111,83494,1762,2564,2293,1733,1317,73825,26,MI
26113,15052,128,486,88,260,150,13940,26,MI
26115,154809,6110,5923,1602,3653,2152,135369,26,MI
26117,66614,2572,2616,487,1210,849,58880,26,MI
26119,9153,80,119,40,241,122,8551,26,MI
26121,175824,27422,9583,1959,4201,2518,130141,26,MI
26123,49978,854,2930,373,1165,741,43915,26,MI
26125,1274395,188810,56536,118248,14748,16916,879137,26,MI
26127,26659,315,4053,160,640,300,21191,26,MI
26129,20770,168,419,116,495,304,19268,26,MI
26131,5816,31,61,45,174,71,5434,26,MI
26133,22891,341,372,106,578,306,21188,26,MI
26135,8219,47,148,39,188,113,7684,26,MI
26137,25091,260,432,183,734,326,23156,26,MI
26139,296200,8771,28328,10293,3911,3377,241520,26,MI
26141,12982,129,133,80,250,108,12282,26,MI
26143,23459,190,405,145,518,318,21883,26,MI
26145,190124,38573,15083,3114,2532,2100,128722,26,MI
26147,160383,6186,5086,1433,3214,2068,142396,26,MI
26149,60939,2305,5313,674,1011,962,50674,26,MI
26151,40611,383,1619,182,772,446,37209,26,MI
26153,8047,48,87,45,1082,58,6727,26,MI
26155,68094,877,1964,557,1489,968,62239,26,MI
26157,53323,742,1757,265,1114,834,48611,26,MI
26159,75587,3557,8764,740,2072,1054,59400,26,MI
26161,372258,51013,19078,40067,4413,5467,252220,26,MI
26163,1793561,712698,107717,77377,19813,18824,857132,26,MI
26165,33673,443,763,335,807,542,30783,26,MI
27001,15697,133,207,87,597,194,14479,27,MN
27003,363887,34671,18680,23105,6518,4708,276205,27,MN
27005,35183,402,551,297,3900,388,29645,27,MN
27007,46228,961,1034,546,10645,597,32445,27,MN
27009,41379,2586,1158,726,650,438,35821,27,MN
27011,5166,76,128,25,76,52,4809,27,MN
27013,69112,4882,3057,2434,812,705,57222,27,MN
27015,25912,266,1143,195,188,152,23968,27,MN
27017,36207,807,579,371,3136,404,30910,27,MN
27019,106922,3186,5178,4795,1034,1286,91443,27,MN
27021,30066,252,410,207,4117,405,24675,27,MN
27023,12598,161,1227,377,251,109,10473,27,MN
27025,56621,1278,1391,1139,1135,874,50804,27,MN
27027,65318,3929,2875,1249,2146,695,54424,27,MN
27029,8524,105,81,48,1052,87,7151,27,MN
27031,5600,79,99,68,595,89,4670,27,MN
27033,11517,200,1097,555,124,123,9418,27,MN
27035,66123,880,844,678,1485,984,61252,27,MN
27037,439882,40960,34692,29208,5462,5931,323629,27,MN
27039,20867,258,1044,249,238,271,18807,27,MN
27041,39006,481,764,396,406,330,36629,27,MN
27043,13921,158,985,81,168,127,12402,27,MN
27045,21228,180,334,151,162,228,20173,27,MN
27047,30895,735,3091,1283,340,375,25071,27,MN
27049,47582,1145,1741,603,992,585,42516,27,MN
27051,6074,59,128,50,88,50,5699,27,MN
27053,1281565,200053,93051,113745,17807,16064,840845,27,MN
27055,18843,241,223,191,208,140,17840,27,MN
27057,21344,256,465,179,1051,254,19139,27,MN
27059,41135,631,855,736,767,587,37559,27,MN
27061,45014,459,577,354,2805,653,40166,27,MN
27063,9989,194,391,197,98,83,9026,27,MN
27065,16032,152,219,147,336,224,14954,27,MN
27067,43732,2907,5838,778,405,501,33303,27,MN
27069,4207,48,74,40,41,30,3974,27,MN
27071,12062,124,157,80,611,170,10920,27,MN
27073,6719,66,197,67,73,72,6244,27,MN
27075,10905,62,108,87,195,172,10281,27,MN
27077,3763,47,44,56,81,38,3497,27,MN
27079,28674,429,1844,300,350,288,25463,27,MN
27081,5640,46,101,40,49,36,5368,27,MN
27083,25269,1175,1700,1361,307,191,20535,27,MN
27085,36771,447,2532,423,440,370,32559,27,MN
27087,5411,46,150,15,2886,36,2278,27,MN
27089,9040,44,378,48,169,69,8332,27,MN
27091,20025,254,1292,189,171,172,17947,27,MN
27093,23400,206,929,120,273,254,21618,27,MN
27095,26459,275,460,254,1928,411,23131,27,MN
27097,34010,375,616,194,495,298,32032,27,MN
27099,40029,1995,5001,2504,303,422,29804,27,MN
27101,8179,67,372,125,68,64,7483,27,MN
27103,34454,1984,1755,738,391,299,29287,27,MN
27105,22290,1128,7233,1509,158,115,12147,27,MN
27107,6441,58,281,44,273,83,5702,27,MN
27109,162847,13311,8848,12281,1727,1922,124758,27,MN
27111,60081,1210,2156,611,987,755,54362,27,MN
27113,13992,303,646,204,480,118,12241,27,MN
27115,28876,703,692,392,1507,463,25119,27,MN
27117,9424,214,781,92,233,47,8057,27,MN
27119,31192,1180,1947,329,959,239,26538,27,MN
27121,11308,98,176,79,97,107,10751,27,MN
27123,552352,84291,41727,92166,7564,6127,320477,27,MN
27125,3935,48,97,23,111,31,3625,27,MN
27127,15425,176,477,519,1051,79,13123,27,MN
27129,14723,158,1287,135,221,156,12766,27,MN
27131,67097,4996,6664,2050,837,1027,51523,27,MN
27133,9704,140,353,114,160,51,8886,27,MN
27135,15331,188,219,503,458,263,13700,27,MN
27137,200231,6504,3328,3217,8482,2588,176112,27,MN
27139,150928,10126,8729,11730,2747,1966,115630,27,MN
27141,97183,4605,2739,2060,1623,1395,84761,27,MN
27143,14836,174,1286,135,165,134,12942,27,MN
27145,158292,15269,6691,4102,1601,1353,129276,27,MN
27147,37406,1719,3083,538,334,356,31376,27,MN
27149,9671,157,962,117,256,86,8093,27,MN
27151,9838,187,650,236,68,79,8618,27,MN
27153,25262,364,2052,239,281,209,22117,27,MN
27155,3360,62,178,32,229,8,2851,27,MN
27157,21387,224,681,174,216,171,19921,27,MN
27159,14065,265,240,75,314,127,13044,27,MN
27161,18968,538,1217,201,294,180,16538,27,MN
27163,267568,17918,12363,21609,3744,3657,208277,27,MN
27165,11253,104,3201,126,71,62,7689,27,MN
27167,6506,82,197,38,202,69,5918,27,MN
27169,49671,1424,1827,1234,508,500,44178,27,MN
27171,141337,4154,4526,3012,1752,1862,126031,27,MN
27173,9528,155,431,57,436,41,8408,27,MN
28001,29538,17192,916,199,209,96,10926,28,MS
28003,34740,4797,1176,276,560,193,27738,28,MS
28005,12720,4982,105,43,116,40,7434,28,MS
28007,17889,7846,285,144,138,66,9410,28,MS
28009,7646,2813,119,5,73,71,4565,28,MS
28011,30985,19770,650,317,191,111,9946,28,MS
28013,13266,3630,720,22,163,69,8662,28,MS
28015,9998,3125,130,50,105,59,6529,28,MS
28017,17106,7688,599,76,109,50,8584,28,MS
28019,8246,2449,98,24,99,17,5559,28,MS
28021,9135,8094,32,4,22,9,974,28,MS
28023,15615,5299,107,46,131,82,9950,28,MS
28025,18636,10989,162,67,129,93,7196,28,MS
28027,21390,16590,253,128,60,74,4285,28,MS
28029,28368,14747,1017,159,175,99,12171,28,MS
28031,18340,6599,378,120,120,76,11047,28,MS
28033,185314,58768,9676,4237,2618,1549,108466,28,MS
28035,78158,29492,2989,1075,925,556,43121,28,MS
28037,7675,2652,34,12,47,20,4910,28,MS
28039,24350,1948,653,113,533,174,20929,28,MS
28041,13530,3243,158,41,197,82,9809,28,MS
28043,21629,9697,234,130,212,98,11258,28,MS
28045,46053,4610,1793,677,1116,516,37341,28,MS
28047,208621,56407,12883,8157,3895,2187,125092,28,MS
28049,227742,161374,3698,2570,1167,921,58012,28,MS
28051,17000,14489,43,26,56,27,2359,28,MS
28053,7785,6258,46,15,33,10,1423,28,MS
28055,1338,773,114,7,3,1,440,28,MS
28057,23863,1814,372,79,334,135,21129,28,MS
28059,143252,32534,9252,4334,2889,1362,92881,28,MS
28061,16367,8506,145,37,100,38,7541,28,MS
28063,7260,6296,18,24,19,12,891,28,MS
28065,11321,6810,70,28,57,26,4330,28,MS
28067,67246,19965,3985,431,842,347,41676,28,MS
28069,8988,5605,45,12,494,20,2812,28,MS
28071,55813,11869,2022,2095,715,346,38766,28,MS
28073,64222,15228,2215,1470,894,550,43865,28,MS
28075,72984,33152,1537,790,619,352,36534,28,MS
28077,12016,3791,175,61,139,43,7807,28,MS
28079,21275,8475,1165,99,1390,77,10069,28,MS
28081,83343,25309,2634,1167,901,478,52854,28,MS
28083,28339,21283,713,226,98,56,5963,28,MS
28085,34907,10881,317,227,318,168,22996,28,MS
28087,58879,26747,1176,777,538,278,29363,28,MS
28089,109145,39708,3918,3660,957,629,60273,28,MS
28091,24441,7888,361,122,238,111,15721,28,MS
28093,33752,15364,1472,151,302,179,16284,28,MS
28095,34180,10682,427,117,314,153,22487,28,MS
28097,9822,4504,92,41,59,32,5094,28,MS
28099,29087,6863,393,159,5153,93,16426,28,MS
28101,21291,6727,282,111,1321,54,12796,28,MS
28103,10285,7425,134,28,36,23,2639,28,MS
28105,51788,18827,1125,1739,466,407,29224,28,MS
28107,33208,16522,590,110,232,112,15642,28,MS
28109,56145,7406,2199,478,1338,623,44101,28,MS
28111,11511,2215,149,68,161,50,8868,28,MS
28113,40324,22068,515,326,411,235,16769,28,MS
28115,31184,4617,2001,119,392,196,23859,28,MS
28117,25008,3889,366,118,357,112,20166,28,MS
28119,6176,4637,14,22,11,8,1484,28,MS
28121,157031,34097,4798,2933,2128,1085,111990,28,MS
28123,27990,10424,4006,143,183,89,13145,28,MS
28125,3800,2749,41,20,9,19,962,28,MS
28127,25949,9161,324,119,283,134,15928,28,MS
28129,14209,3212,185,32,143,55,10582,28,MS
28131,18333,3434,421,169,322,165,13822,28,MS
28133,25971,18448,543,110,88,53,6729,28,MS
28135,12715,7555,354,19,44,16,4727,28,MS
28137,28064,8682,743,110,298,212,18019,28,MS
28139,21815,3776,1080,40,201,109,16609,28,MS
28141,18850,577,529,73,381,121,17169,28,MS
28143,9782,7665,142,38,26,58,1853,28,MS
28145,27777,4319,1254,154,311,179,21560,28,MS
28147,13884,5914,173,74,105,71,7547,28,MS
28149,44722,21881,730,515,411,276,20909,28,MS
28151,44922,32601,437,351,206,147,11180,28,MS
28153,19779,7928,302,50,120,66,11313,28,MS
28155,9926,1914,131,25,122,43,7691,28,MS
28157,8587,5932,37,21,44,28,2525,28,MS
28159,17714,8350,179,61,227,41,8856,28,MS
28161,12481,4814,127,50,122,37,7331,28,MS
28163,26743,16252,947,163,126,71,9184,28,MS
29001,25314,1561,633,875,464,191,21590,29,MO
29003,18135,318,360,136,381,184,16756,29,MO
29005,5305,51,67,36,102,66,4983,29,MO
29007,24962,1777,703,211,537,284,21450,29,MO
29009,34534,258,3318,990,1510,400,28058,29,MO
29011,11637,92,257,73,559,289,10367,29,MO
29013,16042,271,329,97,396,150,14799,29,MO
29015,19394,196,295,113,602,254,17934,29,MO
29017,10567,80,142,29,348,106,9862,29,MO
29019,183610,22578,7541,9711,3611,2398,137771,29,MO
29021,84793,6279,5287,1931,1983,922,68391,29,MO
29023,42130,3306,866,455,1306,452,35745,29,MO
29025,8815,119,146,93,189,96,8172,29,MO
29027,44283,2649,899,463,1268,551,38453,29,MO
29029,42745,525,1312,438,1182,574,38714,29,MO
29031,81710,7848,2151,1739,1766,813,67393,29,MO
29033,8495,179,127,30,174,79,7906,29,MO
29035,5202,54,82,29,170,73,4794,29,MO
29037,107824,6559,5313,1661,3332,1553,89406,29,MO
29039,14188,132,235,128,547,247,12899,29,MO
29041,7408,192,92,38,93,68,6925,29,MO
29043,88842,1444,2932,1327,3104,1145,78890,29,MO
29045,6634,55,47,28,140,27,6337,29,MO
29047,253335,23321,17736,9351,6366,3279,193282,29,MO
29049,21184,433,457,177,606,247,19264,29,MO
29051,77279,9616,2470,1476,1439,804,61474,29,MO
29053,17103,1252,304,160,462,195,14730,29,MO
29055,23056,258,472,185,893,268,20980,29,MO
29057,7569,74,122,45,246,87,6995,29,MO
29059,17071,189,304,79,582,221,15696,29,MO
29061,8430,85,98,55,163,105,7924,29,MO
29063,11029,724,225,74,262,91,9653,29,MO
29065,14421,157,231,105,543,182,13203,29,MO
29067,11578,116,220,40,462,138,10602,29,MO
29069,28283,3750,2002,110,541,251,21629,29,MO
29071,104682,1735,2124,1020,2668,1455,95680,29,MO
29073,14794,121,175,102,471,220,13705,29,MO
29075,6162,40,86,31,107,47,5851,29,MO
29077,298915,15832,13601,9059,10068,3987,246368,29,MO
29079,9808,111,224,98,191,63,9121,29,MO
29081,8157,62,161,49,214,53,7618,29,MO
29083,21946,399,556,152,726,313,19800,29,MO
29085,8279,38,122,25,329,117,7648,29,MO
29087,4223,22,52,25,96,36,3992,29,MO
29089,10151,699,203,79,226,118,8826,29,MO
29091,39750,418,859,379,1611,511,35972,29,MO
29093,9537,222,159,67,362,125,8602,29,MO
29095,717204,178124,73346,22395,15073,8724,419542,29,MO
29097,122761,4326,11119,2677,6761,1490,96388,29,MO
29099,226739,4343,5354,3198,6791,3766,203287,29,MO
29101,54013,3291,2429,1577,1619,682,44415,29,MO
29103,3744,36,18,26,77,14,3573,29,MO
29105,36039,583,924,381,1235,434,32482,29,MO
29107,32984,1123,1003,273,953,376,29256,29,MO
29109,38001,374,2964,310,1547,405,32401,29,MO
29111,10032,309,164,41,163,40,9315,29,MO
29113,59574,1796,1474,527,1758,968,53051,29,MO
29115,11874,156,284,57,241,109,11027,29,MO
29117,14557,457,231,151,261,89,13368,29,MO
29119,23303,596,2775,1364,1601,300,16667,29,MO
29121,15209,512,264,147,341,167,13778,29,MO
29123,12626,141,326,79,371,154,11555,29,MO
29125,8432,71,126,50,301,88,7796,29,MO
29127,28525,1869,494,322,623,287,24930,29,MO
29129,3538,14,150,10,52,21,3291,29,MO
29131,24722,263,452,144,736,219,22908,29,MO
29133,12577,3249,197,38,178,101,8814,29,MO
29135,15473,384,831,92,339,139,13688,29,MO
29137,8666,304,149,51,186,74,7902,29,MO
29139,11322,189,212,88,285,104,10444,29,MO
29141,21006,235,433,123,639,278,19298,29,MO
29143,16434,3008,241,94,357,124,12610,29,MO
29145,58648,1017,3567,1910,3866,737,47551,29,MO
29147,21241,507,401,481,378,184,19290,29,MO
29149,8635,52,109,37,323,124,7990,29,MO
29151,13274,76,119,29,252,110,12688,29,MO
29153,8553,42,104,49,257,101,8000,29,MO
29155,15661,4672,383,58,269,103,10176,29,MO
29157,18956,166,382,189,355,207,17657,29,MO
29159,42980,2080,3933,618,1058,540,34751,29,MO
29161,44638,1472,1213,1951,1454,607,37941,29,MO
29163,17587,1208,417,79,308,192,15383,29,MO
29165,106718,10117,6739,4567,2348,1521,81426,29,MO
29167,31519,476,748,267,1031,315,28682,29,MO
29169,53955,7686,5523,2995,1309,577,35865,29,MO
29171,4681,35,105,10,43,42,4446,29,MO
29173,10355,204,86,26,193,133,9713,29,MO
29175,24716,1824,536,201,620,264,21271,29,MO
29177,23158,457,556,171,748,333,20893,29,MO
29179,6096,68,90,37,185,47,5669,29,MO
29181,10679,118,122,56,368,130,9885,29,MO
29183,405262,26607,15313,14800,7629,5034,335879,29,MO
29185,9284,72,172,49,315,109,8567,29,MO
29186,18479,385,268,85,430,184,17127,29,MO
29187,66922,3117,1074,652,1765,840,59474,29,MO
29189,1004125,264112,34186,57708,11615,11801,624703,29,MO
29195,23333,1641,2780,662,427,350,17473,29,MO
29197,4032,29,46,45,32,16,3864,29,MO
29199,4716,41,26,23,54,35,4537,29,MO
29201,38059,5067,897,219,899,382,30595,29,MO
29203,7031,41,133,40,293,73,6451,29,MO
29205,6103,79,113,19,94,49,5749,29,MO
29207,28672,493,554,160,633,222,26610,29,MO
29209,31076,250,747,232,1176,375,28296,29,MO
29211,5999,234,1051,46,108,53,4507,29,MO
29213,56066,1356,4250,1184,2121,687,46468,29,MO
29215,24487,891,491,151,690,272,21992,29,MO
29217,19707,245,415,188,595,298,17966,29,MO
29219,35532,1195,1359,306,996,573,31103,29,MO
29221,23514,731,214,97,723,371,21378,29,MO
29223,10974,110,151,56,468,96,10093,29,MO
29225,39085,395,767,281,1340,409,35893,29,MO
29227,1973,10,21,12,33,10,1887,29,MO
29229,18188,236,348,116,626,208,16654,29,MO
29510,301578,137059,13979,14732,3064,3376,129368,29,MO
30001,9371,75,411,68,358,129,8330,30,MT
30003,13124,75,503,108,8996,35,3407,30,MT
30005,7044,42,148,56,3791,65,2942,30,MT
30007,6774,60,192,36,201,136,6149,30,MT
30009,10473,43,249,92,280,206,9603,30,MT
30011,1415,9,11,17,22,15,1341,30,MT
30013,84414,2146,3794,1911,6438,1331,68794,30,MT
